Age,Age_bacon,Age_clam20,Que.il.t,Que.ce.t,Que.ro.t,Ole,Pin,Abi,Ace,Aln,Bet,Cupeae,Euc,Fag,Fra,Fra.or,Jug,Hde,Mor,Ost,Pin.ha,Pic,Til,Ulm,Cas,Abt,Bux,Cpx,Cis,Cor,Thy,Eph.d.,Eph.cf.fr,Eph.indet,Erceae,Gei,Jun,Myt,Pfl,Pis,Pru,Rbs,Rhu,Slx,Sor,Tam,Tax,Vib,Vit,Ziz,Erc,Poaeae,Ach,Alh,Ahu,Apieae,All,Aum,Art,Asd,Ast-t,Braeae,Bup,Can-t,Crd,Cdu,Crl,Cryeae,Cen.ja,Cen,Ctu,Cer.ud,Che,Coo,Cypeae,Dip,Drb-t,Ecm,Eup,Fabeae,Flc,Flg-t,Gal,Gen,Ger,Glo,Hli,Hyp,Jas,Jnceae,Lameae,Lav,Asteae.Ci,Lileae,Lim,Lnr,Lin,Lin.ca,Lot,Lyt,Mal,Mth,Mnt,Mrc,Pap,Phm,Pln.co,Pln.la-t,Pln.ma,Pln.mr,Pol.av,Prl,Pso,Rad,Ran,Rhi,Roseae,Rubeae,Rum.as,Rum.al,Rum.ob,Sgi,Sax,Scr.t.,Sed,Sen-t,Srr-t,Sil,Sin,Smi,Sol.ni,Spu-t,Sta,Teu,Tha,Trf-t,Sol.ni,Sol.ni,Vro,Vio,Char,Influx,influx_bacon,influx_bacon_z,Influx_clam20,Influx_clam20z
6428,6263,6501,0.4,0.9,3,0.7,1.5,0,0,0.9,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,2.4,0.7,0.2,0,0.2,0,0,0,0.2,0,0.9,1.5,0.2,0,0,0,0,0,0,0,0.2,0,73.3,2.8,0,0,0,0,0,0,0.2,0.4,0,0.4,0,0,0,0,0.2,0,0,0,0,0.2,1.3,0,2.6,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.2,0,1.7,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,6569273.455,752206.8841,821159.1819,0.92433302,930491.9908,0.409931924
6609,6427,6632,0.7,0.2,2.6,1.5,2.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,2,0.9,0.4,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,77.1,3.3,0,0,0,0,0,0,0,0.2,0,1.1,0,0,0,0,0,0,0,0,0,0.2,0,0,1.7,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10037882.4,1283915.191,1254735.3,2.051748572,1661901.06,1.465575817
6690,6508,6691,0.2,0,1.6,0.6,1,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,4.3,0.6,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.2,0,0.2,0,0,0,0,77.6,3.9,0,0,0,0.2,0,0,0,1,1,1.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,1.8,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6742663.2,944831.786,842832.9,0.980690568,1178787.273,0.768296906
6781,6606,6758,0.4,0.9,0.9,2,2,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2.9,0,0.2,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0.2,0,0,0,0,0,79.5,2,0,0,0,0.2,0,0,0.2,0,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0.4,0,2.7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238324,756868.1065,654790.5,0.491729306,950694.0109,0.439089532
7004,6864,6936,0.7,0.4,2.7,0,1.3,0,0,1.5,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.4,0.2,0,0,0,0,0.2,0,0,0,3.5,0,0,0,0.2,0,0,0,0,0,0,77,2.7,0,0,0,0.4,0,0,0,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,0,4.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4778393.455,711202.7467,597299.1819,0.342236279,816819.394,0.245868081
7044,6911,6971,0,0,0.8,1.2,0.6,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2.5,0.6,0,0,0,0,0,0,0,0,0.6,1.9,0,0,0,0,0,0,0,0.2,0,0,83.4,1.9,0,0,0,0.2,0,0,0,0.4,0.4,0.6,0,0,0,0,0,0,0,0,0,0,1.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3163888,469419.5846,395486,-0.182532752,522093.7294,-0.179509947
7219,7107,7148,0.4,0.2,0.4,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,2.7,1.7,0,0,0,0,0,0,0,0,0.6,3.2,0,0,0,0,0,0,0,0,0,0,81,1.1,0.2,0,0,0.6,0,0,0.6,0,1.5,0.6,0,0,0,0,0,0,0,0,0,0,1.3,0,2.1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,4469738,665263.3302,744956.3333,0.726184938,560117.5439,-0.124630114
7381,7263,7355,0.2,0,0.8,0.4,2.3,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,3.3,0.2,0,0,0,0,0,0,0,0,0.6,4.3,0,0,0,0,0,0,0,0,0,0,78.1,2.7,0,0,0,0.8,0,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0.2,0.4,0.6,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229980,520964.5161,461425.7143,-0.011071603,361699.888,-0.411006638
7434,7317,7426,0,0.2,2.3,0.2,1.7,0,0,0.6,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.4,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,81.6,1.9,0,0,0,0.2,0,0,0.2,0.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0,1.7,0,0.8,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3939936,669948.6316,656656,0.496580112,449251.5393,-0.284643198
7629,7525,7671,0.4,0.4,1.3,0,1.9,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.4,0,0,0,0,0,0,0,0,0.4,1.3,0,0,0,0,0,0,0,0,0,0,82.1,1.5,0.2,0,0,0.2,0,0,0,0,0.4,0.6,0,0,0,0,0.2,0,0,0,0,0.2,0.8,0,2.1,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,3109618.909,658992.0867,518269.8182,0.13673849,537996.351,-0.156557668
7681,7591,7721,0.6,0,1,0,1.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.2,0.2,0,0,0,0,0,0,0,0.2,1.2,0,0,0,0,0,0,0,0,0,0,83.8,0.8,0,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0.2,0,0,0,1.2,0,0,0,0,0,0.2,0,0,0,0,0.6,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462460,604284.6626,492492,0.069709169,605027.027,-0.059812185
7780,7678,7790,0,0,0.2,0,1.7,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,88.6,1,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.2,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5426366.4,1616364.46,1356591.6,2.316602589,1966074.783,1.904590243
7844,7739,7836,0,0,0.4,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,2.1,0.8,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2,0.2,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.5,0,0,0,0,0,0,3.1,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384763.2,1155772.8,846190.8,0.989422019,1416218.912,1.110982376
7874,7774,7859,0,0,0.4,0,2.3,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0.8,0.2,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4395796.364,1906610.471,1465265.455,2.599184098,1980088.452,1.924816195
7885,7787,7868,0.2,0,0.6,0,1.9,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,2.5,0.6,0,0,0.2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,87.2,0,0.2,0,0,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0.4,0,1.7,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,3895164,1866432.75,973791,1.321217162,1803316.667,1.669681191
7957,7895,7931,0.2,0,0.4,0,1.9,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.4,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,86.9,0.4,0.2,0,0,0,0,0,0,0,0.8,0.4,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0.2,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5909904,3636864,1477476,2.630934829,3338928.814,3.886032688
7981,7943,7955,0.2,0,0,0,2.5,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,23.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,68,1.4,0,0,0,0,0,0,0,0,1.1,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.9,0.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132775.273,1476536.727,533193.8183,0.17554494,1277110.942,0.910207617
7996,7978,7971,0.6,0.2,1.6,0,2.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,3.2,0.6,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,84.6,0.4,0,0,0,0.2,0,0,0,0,2.4,0.2,0,0,0,0,0,0,0.2,0,0,0,0.4,0,1.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,3519768,2601567.652,1173256,1.839880283,2172696.296,2.202807408
8007,8005,7984,0.2,0,1.2,0,2.9,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2.3,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2,1,1.5,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,1.2,0,0,0,0,0,0,2.3,0.6,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,3508496.727,2610974.309,1169498.909,1.830110827,2192810.454,2.231838205
8042,8097,8026,0.4,0.2,0.8,0,1.8,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0.2,0,0,0,0,0,0,0.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990769.6,2136264,747692.4,0.733299453,1846154.074,1.731508491
8050,8121,8035,0.2,0,0.6,0,0.4,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,90.7,0.4,0.6,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636071.1724,468684.0218,159017.7931,-0.797414252,385497.6802,-0.376659246
8056,8138,8042,0,0.4,0.2,0,1.9,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,1.2,0.6,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,89,1.2,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0,0.2,0.2,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515852,1122853.333,378963,-0.225497036,913163.8554,0.384922198
8069,8179,8059,0,0,0.2,0,1.1,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,92,0.2,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2.9,0,0,0,0,0,0,1.5,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2380378,1713872.16,595094.5,0.336503508,1408507.692,1.09985276
8083,8220,8076,0,0,0.8,0,1.8,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,0.8,0,0,0,0,0,0,0.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3939936,3030720,984984,1.350321999,2290660.465,2.373065284
8094,8252,8090,0,0.2,0.8,0,2.1,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3,1.1,0,0,0,0,0,0,0,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.5,0,0,0.4,0,0.2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3695725.091,2771793.818,923931.2728,1.191568342,2136257.278,2.150214914
8096,8261,8093,0,0.2,0.4,0,2.7,0.2,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,84.8,0.4,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.2,0,0,0.2,4,0.2,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637477.818,1883912.727,659369.4545,0.50363583,1524553.652,1.267342081
8110,8313,8110,0.6,0,0.2,0,1.3,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,82.1,0.6,0,0,0,0,0,0.2,0.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2.1,0,0,0,0,0,0,2.1,0.2,0,0,0,3.8,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688800,510222.2222,98400,-0.955036962,407573.9645,-0.344796509
8124,8395,8127,0,0.2,0.4,0,1.8,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,84.3,0.8,0.2,0,0,0.2,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.8,0,0,0.2,0,0,0,2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623823.2,74791.21083,62382.32,-1.048692703,369126.1538,-0.400288297
8137,8497,8144,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.4,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,87.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.9,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77193.10345,9334.891704,5146.206897,-1.197522127,30450.92838,-0.889098798