Age,Age_bacon,Age_clam20,Quercus ilex-type,Quercus suber-type,Quercus pubescens-type,Olea europaea,Pinus,Abies,Acer,Alnus glutinosa-type,Alnus viridis-type,Betula,Carpinus betulus,Castanea sativa,Ceratonia siliqua,Elaeagnus,Fagus,Ficus carica,Fraxinus ornus,Fraxinus oxycarpa-type,Hedera,Juglans regia,Loranthus europaeus,Morus,Ostrya carpinifolia-type,Populus,Prunus-type,Salix,Styrax,Taxus baccata,Tilia,Ulmus,Arbutus,Buxus,Chamaerops humilis,Cistus albidus-type,Cistus monspeliensis-type,Cornus sanguinea,Corylus,Ephedra,Genista-type,Juniperus-type,Myrtus communis,Nerium oleander,Phillyrea,Pistacia,Rhamnus,Rubus,Sambucus,Tamarix,Thymelaea,Vitis,Erica arborea-type,Poaceae,Achillea-type,Allium-type,Ambrosia,Apiaceae undiff.,Arctium,Armeria-type,Artemisia,Asparagus,Asphodelus albus-type,Asphodelus fistulosus,Asteraceae subf. Cichorioideae,Aster-type,Avena-type,Boraginaceae,Brassicaceae,Bryonia,Bupleurum,Campanulaceae,Cannabis-type,Carduus,Carlina,Carthamus,Caryophyllaceae undiff.,Centaurea cyanus,Centaurea nigra-type,Cerealia-type undiff.,Chenopodiaceae-type,Consolida-type,Convolvulus,Corrigiola litoralis,Crocus,Daucus,Echium,Eryngium,Euphorbia,Euphrasia,Fabaceae undiff.,Fagopyrum,Falcaria,Filago-type,Filipendula,Galeopsis-type,Galium-type,Gentiana,Geranium,Geum-type,Gratiola officinalis,Helianthemum,Hordeum-type,Hypericum perforatum-type,Illecebrum verticillatum,Lamiaceae undiff.,Lamium album-type,Lathyrus-type,Lavandula,Liliaceae undiff.,Linaria-type,Linum austriacum-type,Linum usitatissimum-type,Lotus-type,Lythrum salicaria-type,Mentha-type,Mercurialis,Minuartia,Onobrychis-type,Onosma,Orlaya,Papaver rhoeas-type,Paronychia-type,Pimpinella major-type,Pisum sativum,Plantago coronopus,Plantago lanceolata-type,Plantago maritima-type,Plantago media,Polygonum aviculare-type,Primula,Prunella-type,Radiola linoides,Ranunculus arvensis,Ranunculus-type,Reseda-type,Rosaceae undiff.,Rumex acetosa-type,Rumex acetosella-type,Rumex obtusifolius-type,Sanguisorba minor-type,Saxifraga,Scabiosa,Scrophulariaceae,Secale cereale,Sedum-type,Silene gallica-type,Spergula-type,Stachys-type,Teucrium,Thalictrum,Thelygonum cynocrambe,Trifolium,Triticum-type,Urtica dioica-type,Urtica pilulifera-type,Valeriana,Valerianella,Verbascum,Veronica-type,char,influx,influx_bacon,influx_bacon_z,Influx_clam20,Influx_clam20z
2963,2542,3088,13.5,1.8,3.7,12.3,1.4,0,0,3.7,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0,0.8,1,0,0.2,0,0,0.8,1.8,0,1,14.5,0,0,0,0,0,0.6,8.6,7.4,1.6,0,0,0.2,0,0,1.6,0,0,0,2.5,0.6,0.2,0,1.4,0,0.4,0,0,0.2,0,0,0,0,0,1.4,5.7,0,0,0.4,0,0.2,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.2,0.2,0,0,0.4,0,0.2,0,0.2,0,0,0,0,0.6,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0.2,2.9,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,542061,68789.46701,90343.5,-0.455673607,81146.85629,-0.589113469
3001,2574,3112,4.8,0.6,1.7,15.4,0.4,0,0,6.8,0,0.4,0,0,0,0,0,0,0,0.8,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0.4,0.4,0.2,0,0,0.4,1.4,0.2,0,0.8,8.7,0,0,0,0,0,0.8,13.1,7.9,0.2,0,0,0,0,0.2,3.3,0,0,0.2,6.8,1.5,0,0,1.2,0,0.2,0,0,0.2,0,0,0.2,0,0,0,6,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,1.9,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0.2,0,0,0,0,0,0.6,0,0,0,6,0.4,0,0,0,0,0.2,0.2,0,0,0,0.8,0.6,0,0,0.8,0,0,0,0,0,0,1074194.143,147149.8826,153456.3061,0.131658088,260726.7337,0.460840718
3069,2638,3151,4,0,3.2,9.9,0.4,0,0,5.3,0,0.2,0,0.2,0,0,0.2,0,0,1.7,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0.2,0.2,2.5,0.6,0.6,0,0,1.7,0,0,1.3,9.7,0,0.2,0,0.6,0,0.2,17.7,7.4,0.4,0,0,0,0.2,0,1.3,0,0,0,2.3,0.8,0,0,1.9,0,0,0,0.2,0.4,0,0,0.2,0.4,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,1.9,0,0,0,0,0,0.2,0,0.4,0,0.4,0,0.4,1,0,0,0,0,1,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5.1,0.6,0,1.7,0,0,0,0.2,0,0,0.6,1,0.2,0,0,0.6,0,0,0.2,0,0,0,545847.2727,87898.11155,109169.4545,-0.280478104,153327.8856,-0.167090829
3127,2702,3184,3.9,0.2,2.2,7.6,0.4,0,0,8.4,0.2,0.4,0,0,0,0,0.2,0,0,2.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,2.3,0,0.4,0,0,1.2,1.6,0,1,7.2,0,0,0,0,0,0.2,20,5.5,0.4,0,0,0,0,0,3.9,0,0,0,6.8,0,0,0,3.1,0,0.2,0,0,0.4,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0.4,0,0,0,7.6,1.2,0,0,0,0,0,0,0.2,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0,1163337,221588,193889.5,0.507931903,377706.8182,1.14479112
3176,2765,3213,0.6,0.2,6.1,9.9,0.8,0,0,8.9,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.4,0.2,0.2,0,0,0,0,0.4,0,0,0,0.6,3.2,0,0.4,0.2,0,4.7,2.4,0,0.2,12.2,0,0,0,0,0,0.4,14.6,4.1,0,0,0,0,0,0,1.4,0,0,0,5.9,0.6,0,0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.6,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,1.6,0,0,0,5.1,0.8,0,0.2,0,0,0.2,0.2,0,0,0,0.2,0.8,0,0,0.8,0,0,0,0,0,0,888139,201392.0635,126877,-0.115690586,331395.1493,0.874019521
3217,2828,3239,2.8,0,4,5.5,0.2,0,0,5.6,0,0,0,0,0,0,0.2,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,2.3,0.8,0.2,0,0,2.1,1.7,0,1.1,4.3,0,0.6,0,0.4,0,0.2,17.9,8.5,0.4,0,0,0,0,0,4.5,0,0.2,0,10.4,1.7,0,0,3,0,0.4,0,0,0.6,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.4,0.2,0.2,0,0,0,0,0.2,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0.2,0,0,0,0,0,0,1338463,361746.7568,223077.1667,0.779554143,569558.7234,2.266496481
3251,2891,3261,4.2,0.8,3.4,10,0.6,0,0,6.3,0.4,0,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.4,0,0,0,1.3,0.2,0.2,0,0,3,1.9,0,1.1,6.6,0,0.2,0,0.4,0,0.2,14.4,9.3,0.8,0.2,0,0,0.4,0,1.9,0,0.4,0,4.7,0.9,0,0,0.9,0,0.4,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.4,0,0,0,0,0.9,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,9.1,0.8,0,0.4,0,0,0,0.4,0,0,0,0.9,0.6,0,0,0.4,0,0,0,0,0,0,1006974.5,322748.2372,167829.0833,0.265412046,479511.6667,1.740016089
3280,2952,3281,4.2,1,4.9,12,1.3,0,0,6.3,0,0.2,0,0.2,0,0,0.2,0,0,1.1,0,0,0,0,0.8,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0.4,2.1,0,0.4,0,0.2,1.1,0.4,0,0.8,8.6,0,0,0,0.2,0,0.2,14.8,7,0.2,0,0,0,0,0,4.8,0,0,0,1.7,0.8,0,0,1.3,0,0,0,0,0.2,0,0,0.4,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,1,0.2,0.4,0,0,0.2,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0.2,0,0.4,0,6.3,1.3,0,0,0,0,0.2,0.2,0,0,0.4,0.4,0,0,0,0.2,0,0,0,0,0,0,1225882,460857.8947,204313.6667,0.604939846,638480.2083,2.669461461
3305,3014,3300,4,0,1.9,11.5,0.8,0,0,6.9,0,0,0,0,0,0,0.2,0,0.2,0.8,0,0,0,0,0,0.4,1,0,0,0,0,0,0,0,0.2,0,1.9,0,0.8,0,0.4,3.3,1.5,0,1.3,8.7,0,0,0,0.8,0,0.6,15.6,5.6,1.2,0.2,0,0,0,0,2.3,0,0.4,0,3.7,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0.4,0,0,0,0,1.2,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.4,0.2,0,0,0,0,0,0,0.8,0,0,0,6.7,0.2,0,0.4,0,0.2,0.4,0.8,0,0,0.6,0.4,0.2,0,0,0.2,1,0,0,0,0,0,1141446.25,492002.694,228289.25,0.828058114,627168.2692,2.603323662
3327,3076,3318,4.9,0,2.7,6.5,0,0,0,6.1,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0.2,1.6,0,0.2,0,0.2,5.3,0.2,0,0.8,7.1,0,0,0,0,0,1,17.8,6.7,0,0.2,0,0,0,0,5.3,0,0,0,7.6,1,0,0,1.2,0,0,0,0,0.8,0,0,0.4,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0.6,0,0,0,4.9,0.2,0,0,0,0,0,0,0,0,0,0.8,0.4,0,0,0.8,0,0,0,0,0,0,881884.5,417954.7393,146980.75,0.071396161,489935.8333,1.800963327
3368,3200,3355,4.5,0.2,1.3,4.9,0.4,0,0,4.9,0,0,0,0,0,0,0.4,0,0.2,1.9,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0.2,0,0,0.8,2.8,0,0.6,0.2,0.2,1.7,0.4,0,0.2,6,0,0,0,0,0,1.3,22.4,7.9,0.2,0,0.2,0,0.2,0,3.6,0.4,0.2,0.2,5.6,2.4,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.9,0,0,0,3.8,0.2,0,0,0,0,0.2,0,0,0,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,878757.25,424520.4106,175751.45,0.339138083,443816.7929,1.531317973
3389,3260,3376,2.7,0.3,1.8,4,0.8,0,0,14.2,0,0.2,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0.5,0.3,0,0,0,0,0,0,0,0.2,2.2,0.3,0,0,0.5,1.8,0.8,0,0.5,5.8,0,0,0,0.3,0,0.7,17.2,7.3,0.2,0.2,0,0,0,0,1.7,0,0,0,4,0.7,0,0,3.8,0,0,0,0,0.5,0,0,0.2,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3,0,0,0,0,1,0.2,0.5,0,0,0,0.2,0,0,0,0,0,0.5,1.3,0,0,0.5,0,0,0,0,0.2,0,0.3,0,6.2,0.7,0,0,0,0,0.3,0.2,0.2,0,0.7,0.3,1,0,0.2,0.2,0,0,0,0,0,0,759475,339051.3393,126579.1667,-0.118462241,346792.2374,0.964042063
3413,3319,3399,2.2,0,2,6.1,0.4,0,0,15.4,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.7,0.2,0.6,0.2,0,0,0,0,0,0,0.4,0.2,0.7,0,0.2,0,0.4,3.3,0.9,0,0.7,3.9,0,0,0,0,0,0.2,19.5,8.2,0,0,0,0.2,0,0,1.9,0,0,0,8.7,1.7,0,0,2.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0.2,0,0,0,0.4,0.2,0.7,0,0,0,0,0,0,0,0,0.2,1040521.364,411273.2663,208104.2727,0.640215461,421263.7101,1.399456296
3440,3376,3425,0.6,0,1,4.9,0.4,0,0,17.5,0,0.2,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0.2,1.8,0.6,0.6,0,0.2,3.7,1.6,0,0.8,5.6,0,0.2,0,0,0,0.2,13.6,10.3,0.2,0,0,0,0,0,2.1,0,0.4,0.2,8.9,0.6,0,0,2.9,0,0,0,0,0.4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,1,0,0.2,0,0,0,0,0,0.2,0,0,0,0,1.2,0.2,0.2,0,0,0,0,0,0,0,0,0,4.5,0.6,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0,0,0.6,0.4,0,0,0,0,0,831848.5,281982.5424,166369.7,0.251830934,293939.3993,0.655026045
3472,3434,3455,1.7,0.2,2.4,3.3,0.6,0,0,13.7,0,0,0,0,0,0,0.2,0,0,1.7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0.2,5.4,0,0.7,0,0,1.9,0.6,0,0.2,4.1,0,0,0.2,0,0,0.2,23.9,6.5,0,0,0,0,0,0,4.8,0,0.4,0,10.9,0.7,0,0,1.7,0,0,0,0.2,0.2,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.9,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,2.8,0.2,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,1241518.25,355735.8883,206919.7083,0.629191831,380833.819,1.163073835
3510,3491,3491,1.2,0.2,2.2,4,0,0,0,14.1,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,1,5.4,0,0.2,0,0,2.6,1.6,0,1.2,1.2,0,0.2,0,0,0,1,21.1,0.6,0.8,0,0.8,0,0,0,7,0,0,0,12.2,1.4,0,0,0.6,0,0.4,0,0,0.6,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0.6,0,0,0,5.8,0.2,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0.2,0.6,0,0,0,0,0,641086.25,154478.6145,106847.7083,-0.302084419,148743.9095,-0.193892078
3554,3554,3540,2.3,0.4,3.3,2.7,0.4,0,0,15.5,0,0,0,0,0,0,0.4,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0.4,2.9,0.2,0.2,0,0,0.8,0.8,0,0,4.6,0,0,0,0.4,0,0.2,19.4,6.5,0.2,0,0.2,0,0.2,0,2.9,0,0,0.4,5.6,1.3,0,0,1.5,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0.4,0,0,0.2,0,0,0,0,2.7,0.4,0.2,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0.2,0,0,0,7.3,0.4,0,0,0,0,0.2,0,0,0,0.2,0.6,0,0,0,0.2,0.2,0,0,0,0,0,1097664.75,231087.3158,137208.0938,-0.019548785,196714.1129,0.086576517
3604,3617,3601,0.6,0,0.9,1.7,0.2,0,0,9,0.6,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0.4,3.6,0,0.4,0.2,0,1.5,0.7,0,0.2,2.2,0,0,0,0,0,0.2,28.6,4.9,0.9,0.2,0,0,0.4,0,4.5,0.2,0,0,17.4,1.5,0,0,1.9,0,0,0,0,0.4,0,0,0.2,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,5,0,0,0,0,0,0,0.2,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,1813805,346145.9924,259115,1.114924459,276494.6646,0.553031476
3658,3677,3670,0.8,0,1.7,4.7,0,0,0,19.6,0.9,0,0,0,0,0,0,0,0.4,0.9,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.6,0.6,1.9,0,0.4,0,0,3.6,1.1,0,0.8,1.9,0,0.2,0,0,0,0,15.8,8.3,0.2,0,0,0,0,0,3.2,0,0,0,8.5,2.3,0,0,1.1,0,0.2,0,0,0.2,0,0,0.2,0,0,0,7.7,0,0,0,0,0,0,0.4,0,0,0,0,0,0.8,0,0.4,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0.9,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0.2,0,0,0,0,0,0,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,1161550,207419.6429,193591.6667,0.505160248,160656.9848,-0.124239601
3774,3801,3821,3.1,0.6,1.9,2.7,0.4,0,0,9.9,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,3.9,0,0.2,0,0,1.2,1.4,0,0,6,0,0,0,0.2,0,0,23,4.9,0.6,0,0.2,0,0.2,0,1.8,0,0.2,0,15,0.8,0,0,2.3,0,0,0,0,0.6,0,0,0.2,0.2,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,5.1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,1512993.333,253008.9186,252165.5556,1.050252498,197004.3402,0.088273397
3834,3860,3897,1.7,0.2,3.8,1.7,0.8,0,0,11.5,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0.4,0.2,4,0,0.2,0,0,1.1,0.9,0,0.4,2.8,0,0,0,0.6,0,0.2,21.4,8.1,0.6,0,0,0,0,0,2.1,0,0.2,0.2,11.3,2.3,0,0,1.1,0,0,0,0,0.8,0,0,0,0,0,0.4,7.8,0,0,0,0,0,0,0.2,0,0,0,0,0,0.8,0,0.6,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0.6,0,0.2,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,5.3,0.4,0.2,0,0,0,0.4,0.2,0,0,0,0.4,0,0,0,0.2,0.2,0,0,0,0,0,1291554.25,215618.4057,215259.0417,0.706798186,173362.9866,-0.0499511
3894,3921,3969,0.6,1.9,2.7,1.2,0.4,0,0,12.9,0,0.2,0,0,0,0,0.2,0,0,1,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0.4,0,1.8,0.2,1,0,0,2.5,1,0,0.4,2.7,0,0,0,0,0,0.2,22.6,5.1,1,0,0,0,0,0,3.9,0,0.2,0.2,11.3,1.8,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0.2,0,0,0,0,0,0,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1375990,233614.601,229331.6667,0.837758909,198842.4855,0.099020527
3952,3983,4035,2,0.9,2.9,0.4,0.5,0,0,11.9,1.1,0.2,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.4,0.2,0,0.2,1.1,0.2,0,0,0,1.4,1.4,0,0.4,4.5,0,0,0,0,0,0.2,22.8,5.8,0,0,0,0,0.4,0,4,0.2,0.2,0,13.2,1.1,0,0,0.9,0,0,0,0,0,0,0,0,0,0.2,0,12.2,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.2,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0.2,0,3.1,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0.4,0,0,0,0.7,0,0,0,0,0,891266.25,157467.5353,148544.375,0.085947352,146349.1379,-0.207893649
4007,4045,4091,2.9,0.4,1.9,1.1,0.2,0,0,12.5,0,0,0,0.2,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0.2,2.9,0,0.4,0,0,2.3,2.9,0,0,5.9,0,0,0,0,0,0.2,19.9,7.7,0.2,0,0,0,0,0,4.2,0,0,0,4.8,1,0,0,1.2,0,0.4,0,0,0.4,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0.2,0,0,0,0.2,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,5.4,0.4,0.2,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0.4,0,0,0,0,0,0,1000720,188105.2632,142960,0.033978812,201758.0645,0.116067116
4058,4108,4135,1,0.4,1.2,2.3,0.6,0,0.2,7.4,0,0.6,0,0.2,0,0,0,0,0.6,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0.4,1.4,0.2,0.2,0,0.2,4.1,1.6,0,0.4,8,0,0,0,0,0,0.2,20.7,5.5,2.1,0,0,0,0.4,0,3.9,0,0,0,9.9,2.1,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,0.2,0,0,0,0,0,0,0.4,0,0.2,0.2,0,0.2,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,6.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,903775.25,185199.8463,150629.2083,0.105348941,225380.3616,0.254180195
4105,4165,4173,1.7,1.5,2.1,2.1,0.9,0,0,14.7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0.6,0,0.4,0,0,0,0,0.2,0,0.2,0.4,0.2,1.3,0,0,0.4,0,2.8,1.5,0,0.6,10.9,0,0.4,0,0,0,0.4,21.1,5.1,0.6,0,0,0,0,0,1.5,0,0,0,3.8,1.1,0,0,1.3,0,0,0,0,0.2,0,0.2,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0.4,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0.2,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,3.2,1.7,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,508888.8636,112586.0318,101777.7727,-0.349265555,144570.6999,-0.218291687
4150,4224,4207,1.6,0.2,2,1.4,0.4,0,0,4.7,0,0.4,0,0,0,0,0,0,0,1.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0.2,0.2,0,1.4,0,0.4,0,0,3.3,2.5,0,0.4,4.7,0,0,0,0.2,0,0,34.6,4.5,0.4,0,0,0,0.2,0,6.1,0,0,0.2,8.4,2.2,0,0,0.8,0,0.4,0,0,0.2,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.4,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,3.9,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,2442382.25,564060.5658,407063.7083,2.491744332,760866.7445,3.385021901
