Age,Age_bacon,Age_clam20,Quercus ilex-type,Quercus suber-type,Quercus pubescens-type,Olea europaea,Pinus,Abies,Acer,Alnus glutinosa-type,Alnus viridis-type,Betula,Carpinus betulus,Castanea sativa,Ceratonia siliqua,Elaeagnus,Fagus,Ficus carica,Fraxinus ornus,Fraxinus oxycarpa-type,Hedera,Juglans regia,Loranthus europaeus,Morus,Ostrya carpinifolia-type,Populus,Prunus-type,Salix,Styrax,Taxus baccata,Tilia,Ulmus,Arbutus,Buxus,Chamaerops humilis,Cistus albidus-type,Cistus monspeliensis-type,Cornus sanguinea,Corylus,Ephedra,Genista-type,Juniperus-type,Myrtus communis,Nerium oleander,Phillyrea,Pistacia,Rhamnus,Rubus,Sambucus,Tamarix,Thymelaea,Vitis,Erica arborea-type,Poaceae,Achillea-type,Allium-type,Ambrosia,Apiaceae undiff.,Arctium,Armeria-type,Artemisia,Asparagus,Asphodelus albus-type,Asphodelus fistulosus,Asteraceae subf. Cichorioideae,Aster-type,Avena-type,Boraginaceae,Brassicaceae,Bryonia,Bupleurum,Campanulaceae,Cannabis-type,Carduus,Carlina,Carthamus,Caryophyllaceae undiff.,Centaurea cyanus,Centaurea nigra-type,Cerealia-type undiff.,Chenopodiaceae-type,Consolida-type,Convolvulus,Corrigiola litoralis,Crocus,Daucus,Echium,Eryngium,Euphorbia,Euphrasia,Fabaceae undiff.,Fagopyrum,Falcaria,Filago-type,Filipendula,Galeopsis-type,Galium-type,Gentiana,Geranium,Geum-type,Gratiola officinalis,Helianthemum,Hordeum-type,Hypericum perforatum-type,Illecebrum verticillatum,Lamiaceae undiff.,Lamium album-type,Lathyrus-type,Lavandula,Liliaceae undiff.,Linaria-type,Linum austriacum-type,Linum usitatissimum-type,Lotus-type,Lythrum salicaria-type,Mentha-type,Mercurialis,Minuartia,Onobrychis-type,Onosma,Orlaya,Papaver rhoeas-type,Paronychia-type,Pimpinella major-type,Pisum sativum,Plantago coronopus,Plantago lanceolata-type,Plantago maritima-type,Plantago media,Polygonum aviculare-type,Primula,Prunella-type,Radiola linoides,Ranunculus arvensis,Ranunculus-type,Reseda-type,Rosaceae undiff.,Rumex acetosa-type,Rumex acetosella-type,Rumex obtusifolius-type,Sanguisorba minor-type,Saxifraga,Scabiosa,Scrophulariaceae,Secale cereale,Sedum-type,Silene gallica-type,Spergula-type,Stachys-type,Teucrium,Thalictrum,Thelygonum cynocrambe,Trifolium,Triticum-type,Urtica dioica-type,Urtica pilulifera-type,Valeriana,Valerianella,Verbascum,Veronica-type,char,influx,influx_bacon,influx_bacon_z,Influx_clam20,Influx_clam20z
6762,6881,6783,9.3,15.4,6.1,9.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0.8,0.2,0.4,0,0,1.9,0.2,0,0.4,10.3,0,0.2,0,0,0,0.2,14.9,5.1,1,0,0,1,0,0,0.8,0,0,0,2.1,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0.6,0,0,0,0,0,0,0.2,0,0,1,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,248836.9355,26670.62545,24883.69355,-1.064846633,28053.7695,-0.899534155
6809,6929,6827,4.6,1.3,3.3,10.4,0.4,0,0,0.4,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.2,0,0.4,0,1,0,0.4,0,0,4.6,0,0,0.4,13.3,0,0,0,0,0,0,32.3,4,0,0,0,0,0,0,1.2,0,0,0,3.1,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0.4,0,0.8,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0,0,0,0,0.6,0,0,0.2,0,3.1,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0.2,0,0,0,0,0.2,73394.64286,7685.302917,7339.464286,-1.228114321,8136.878366,-1.015982744
6907,7019,6919,0.8,0.2,2.3,7.9,1.1,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1.9,0,0,0,0.2,0,0.2,0.4,0.2,0,0,0.2,0.2,0,0,0,0.4,0.9,0.2,0.8,0,0,3,0,0,0.2,8.3,0,0,0,0.4,0,0.4,28.1,9.2,0,0,0.2,0.2,0,0,0.2,0,0,0,2.1,0.2,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0.4,0.6,0.2,0,0,0,0,622322.75,61984.33765,56574.79545,-0.76992727,66345.70896,-0.67565171
6999,7107,7005,1.5,0.2,2.4,0.2,1.7,0,0,0,0,0.2,0,0,0,0,1.5,0,0,0.2,0,0,0,0.2,0.4,0,0,0,0,0,0,0.2,0.2,0,0.6,0,3,0,1.1,0.2,0,1.3,0,0,0.2,10.9,0.4,0,0,0,0,0.2,27.9,12.6,0.4,0,0.4,0,0.4,0,0.4,0,0.2,0,3.1,1.7,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0.6,0,0.6,0,0,0,0,0,0,0,3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.4,0.4,0,0,0,0,0.4,0,0,0,2.4,0.2,0.2,0,0,0,0,1073697.75,101965.5983,119299.75,-0.186204945,110010.0154,-0.420358511
7010,7116,7015,0.6,0.4,1.7,0.4,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,1.7,0,0.2,0,0.2,2.9,0,0,0.2,12.4,0,0,0,0,0,0,31.7,11.2,0,0,0,0,0,0,1.9,0,0,0,6.2,1.7,0,0,1,0,0,0,0,0.2,0,0,0.4,0,0,0,17.2,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2.3,0.2,0,0,0,0,0,3061577.75,289100.8263,306157.775,1.552707446,312087.4363,0.761132629
7020,7126,7025,0.7,0.2,0.7,0.2,1.9,0,0,0.7,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1.1,1.1,0,0,0,0,0,0.2,0,0,0,0.6,1.9,0,0.2,0,0,0.4,0,0,0.4,10.8,0,0,0,0,0,0,36.2,10.9,0,0.2,0,0,0,0,0.6,0,0.2,0,5,2.2,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,10.2,0,0,0,0,0,0,0.4,0,0,0,0,0.2,3,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.2,0,0.2,0.2,0,0,0,0.6,0,0,0,0,0.2,1.3,0,0,0,0,0,0,0,0.9,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.2,0,0,0,0,0,838109.7,78695.74648,83810.97,-0.516465737,85087.27919,-0.5660749
7031,7136,7034,0.6,0.4,0.7,0.2,1.3,0,0,0.2,0,0.2,0,0,0,0,0.7,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.4,0.2,0.2,0.2,0,4.7,0,0.6,0,0,0.4,0,0,0.2,11.4,0,0.6,0,0.2,0,0,44.3,9.9,0.2,0,0,0,0,0,0.2,0,0.6,0,3,0.6,0,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,11.5,0,0,0.9,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.7,0,0,0,0,0,0,0.4,0,0,0,0.4,0.2,0.2,0,0,0,0.4,0,0,0,0.2,0.2,0,0,0,0.6,0,0,0,0,0,0,1515685.95,141520.6303,168409.55,0.270813905,153099.5909,-0.168425606
7042,7145,7044,0.4,0,0.6,0.2,0.6,0,0,0.9,0.2,0.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0.9,0,0,0,0,0,0,0,0,0.4,0,4.2,0,0.4,0,0,2.3,0,0,0.2,15.3,0,0,0,0,0,0,46.8,7.2,0,0,0,0,0,0,0.4,0,0.6,0,1.9,1.1,0,0,0.8,0,0,0,0,0,0,0,0.4,0,0,0,7.4,0,0,0.4,0,0,0,0.2,0,0,0,0,0.4,0.6,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,1784631.6,165703.9554,162239.2364,0.213392584,179359.9598,-0.014888446
7053,7156,7054,1.7,0.2,1.3,0,0.8,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,4.7,0,1.1,0,0,0.6,0,0,0,8.7,0,0.2,0,0,0,0,61,5.7,0,0.6,0,0,0,0,0.2,0,0.2,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0.9,0,0.6,0,0,0,0,0.2,0,0,0,0,0.4,0,0.2,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0.2,0,0,0,1517770.8,140145.0416,168641.2,0.272969655,151777.08,-0.176157963
7063,7165,7064,1.1,0,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0.4,5,0.2,0.8,0,0,0.2,0,0,0.2,6.7,0,0,0,0,0,0,64.8,6.5,0,0,0.2,0,0.2,0,0,0,0.2,0,2.3,0.4,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,3.8,0,0,0.2,0,0,0,0.6,0.2,0.2,0,0,0,0.2,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.4,0,0,0,0,0,0,1050764.4,96488.92562,116751.6,-0.209918187,104553.6716,-0.452260253
7074,7174,7074,0.4,0.2,1,0.2,0.4,0,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0,0,0,0,0.4,0.2,0,0,0,0,0.2,0.4,0,0,0,0,6,0,0.8,0,0,0.4,0,0,0,6.9,0,0,0,0,0,0,61.7,4.8,0,0,0,0,0,0,0.2,0,0.2,0,1.7,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0.6,0,0,0,0,0,0,0.2,0,0.2,0.6,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0.2,0,908994.6,83013.20548,90899.46,-0.450499809,89999.46535,-0.537354697
7085,7184,7084,1.2,0.2,1.5,0.2,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0.4,4.2,0,0,0,0,1.5,0,0,0,9.2,0,0.2,0,0,0,0,64,2.7,0,0,0.4,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0.2,0,0,0,0,0.2,1.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0.2,0,0,0,0,0,0,558739.8,50748.39237,62082.2,-0.718675021,55048.25616,-0.741704811
7096,7193,7095,0.4,0,1.6,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.4,0,0.2,3.9,0,0.2,0,0,0.2,0,0,0,8.8,0,0,0,0,0,0,72.6,3.3,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,591700.2857,53402.55286,59170.02857,-0.745775869,58009.83193,-0.724389292
7107,7203,7105,0.2,0,1,0,0.6,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0.4,0,0,0.4,0,0,0,7.1,0,0,0,0,0,0,71.9,3.8,0.2,0,0.2,0,0.2,0,0,0,0.6,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,804752.1,72239.86535,89416.9,-0.464296604,78512.4,-0.604516411
7118,7212,7115,0,0.2,0.8,0,1.2,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4.8,0,0.6,0,0.2,0,0,0,0,9.1,0,0,0,0,0,0,69.4,3.3,0.4,0,0.2,0,0,0,0,0,0,0.6,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,1979685.217,176757.6087,219965.0242,0.750592352,192202.4483,0.060198054
7130,7221,7125,0.9,0,0.7,0,1.5,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7.6,0,0,0,0,0.9,0,0,0,8.8,0,0,0,0,0,0,65.5,3.4,0.2,0,0.2,0.2,0.6,0,0.2,0,0.4,0,0.2,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,4.9,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356161.875,31602.65084,35616.1875,-0.964969378,34378.55936,-0.862554847
7141,7231,7136,0.2,0,0.4,0,0.8,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,4.2,0,0.4,0,0,0.8,0,0,0,6.3,0,0,0,0,0,0,75.2,3.1,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0.2,0,0,1052849.25,92843.84921,116983.25,-0.207762438,101138.2565,-0.472229247
7152,7240,7146,0.4,0,0.4,0,0.8,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,7,0,0.6,0.2,0,0.8,0,0,0,5.3,0,0,0,0,0,0,74.6,2.7,0.9,0,0.2,0,0.2,0,0,0,0,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,608776.2,53401.42105,67641.8,-0.666937038,58144.81375,-0.72360009
7164,7249,7157,0.2,0,0.8,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.4,7.2,0,0.2,0,0,1.7,0,0,0,3.6,0,0,0,0,0,0,73.4,2.5,0.2,0,0,0,0.2,0,0.2,0,0.8,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0,796412.7,69434.41151,79641.27,-0.555269224,75704.62928,-0.620932675
7175,7259,7167,0.2,0,1,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0.6,4.8,0,0.6,0,0,1.3,0,0,0,6.7,0,0.2,0,0,0,0,71.6,5,0.8,0,0,0,0,0,0.6,0,0.2,0,0.6,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,500364,43359.09879,55596,-0.779036001,47293.38374,-0.787045419
7187,7268,7178,0.6,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0.2,8,0.2,0.2,0,0,0.6,0,0,0,4.3,0,0,0,0,0,0,77.5,2,0.2,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,506618.55,43674.01293,46056.23182,-0.867813676,47659.31797,-0.784905902
7198,7279,7188,0.2,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21.1,0,0.2,0,0,1.4,0,0,0,4.3,0,0,0,0,0,0,55.8,5.7,0,0,0.6,0,0.4,0,0.4,0,0,0,0.4,0.4,0,0,3.1,0,0,0.2,0,0,0,0,0.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,555328.2273,47585.96635,61703.13636,-0.72220261,51948.38422,-0.75982891
7210,7288,7199,0.2,0,0.2,0,0.6,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0.2,0.4,8,0,0,0,0,0.4,0,0,0,5.7,0,0.2,0,0,0,0.2,75.9,2.2,0,0,0.2,0,0,0,0.2,0,0.8,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305778,26045.82624,30577.8,-1.011856925,28444.46512,-0.897249866
7222,7298,7210,0.2,0,0.2,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,6,0,0.2,0,0,1,0,0,0.2,2.9,0,0,0,0,0,0,80.1,3.7,0,0,0,0,0,0,0,0,0.8,0,0.2,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865212.75,73261.02879,96134.75,-0.401779874,80038.18224,-0.595595582
7233,7307,7221,0.2,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,8.1,0,0,0.2,0,0.4,0,0,0,3.7,0,0,0,0,0,0,78.1,1,0.4,0,0.2,0,0,0,0.4,0,0.2,0,0.6,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,2644760,222435.6602,330595,1.780121781,243308.1877,0.358999266
7356,7396,7332,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.4,1.2,0,0,0,0,0,0,89.1,0,2.4,0,0,0.2,0,0,0,0,0,0,0.2,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613536.6667,48577.72499,68170.74074,-0.662014682,53351.0145,-0.751628117
7623,7624,7611,0,0,0.4,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.4,0,0,0,0,0,0,1.4,0,0,0,0.2,0,0,79.6,0.8,0.6,0,0,0,0,0,0,0,0.4,0,0.8,1.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948276.75,138371.9283,139162.625,-0.001359796,100271.5775,-0.477296481
7765,7763,7819,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,0,86.1,1.7,0.6,0,0,0.6,0,0,0,0,0,0,0.8,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6195082.25,433222.535,563189.2955,3.944658747,336323.6835,0.902835306
7837,7818,7911,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,2.4,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,88.2,1.8,0,0,0.4,0,0,0,0,0,0,0,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1751260,122465.7343,159205.4545,0.185160021,95177.17391,-0.507082058